"SUBMITTER_NAME","DOW","SURVEY_START","RAKE_MAX","SUBMIT_TIME","SURVEYORS","sta_nbr","depth_ft","ceratophyllum_demersum","potamogeton_crispus","latitude","longitude","chara_sp","elodea_canadensis","potamogeton_sp","nitella_sp","elodea_sp","potamogeton_pusillus","stuckenia_pectinata","wolffia_sp","substrate","lemna_minor","phalaris_arundinacea","potamogeton_zosteriformis","spirodela_polyrrhiza","wolffia_columbiana","algae","myriophyllum_spicatum","heteranthera_dubia","najas_flexilis","nymphaea_odorata","potamogeton_foliosus","zannichellia_palustris","lemna_trisulca","najas_sp","potamogeton_richardsonii","unk_sp","nuphar_advena","lake_name","nelumbo_lutea","typha_sp","no_veg_found","potamogeton_obtusifolius","potamogeton_epihydrus","algae.1","nuphar_sp","nymphaea_sp","eleocharis_sp","poaceae_taxa","potamogeton_sp.1","spirodela_polyrrhiza.1"
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253889","3.2","0","1",NA,NA,"0","0","0","0","0","0","0","0",NA,"1","0","0","0","0",NA,"0","0","0","2","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253890","2.6","0","1",NA,NA,"0","0","0","0","0","0","0","0",NA,"1","0","0","0","0",NA,"0","0","0","5","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253891","2","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"2","0","0","1","0",NA,"0","0","0","3","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253892","3.3","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"1","0","0","1","0",NA,"0","0","0","5","0","0","1","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253893","1.9","0","0",NA,NA,"0","2","0","0","0","2","0","0",NA,"1","0","0","0","0",NA,"0","0","0","4","1","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253894","5.3","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253895","5.8","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253896","7.2","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253897","9.5","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253898","9.2","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253899","8.4","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253900","7","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253901","5.9","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253902","3.8","0","1",NA,NA,"0","0","0","0","0","0","0","0",NA,"1","0","0","0","0",NA,"0","0","0","5","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253903","2.9","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"1","0","0","1","0",NA,"0","0","0","5","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253904","2.5","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253905","1.1","0","0",NA,NA,"0","1","0","0","0","0","0","0",NA,"2","0","0","0","0",NA,"0","0","0","4","1","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253906","3.6","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"2","0","0","1","0",NA,"0","0","0","4","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253907","4.9","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"1","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253908","3.9","0","1",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","1","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253909","5.2","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253910","8.4","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253911","8.3","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253912","7.7","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253913","6.9","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253914","2.5","0","1",NA,NA,"0","0","0","0","0","0","0","0",NA,"1","0","0","0","0",NA,"0","0","0","3","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253915","5.9","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253916","4.4","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"1","0","0","0","0",NA,"0","0","0","4","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253917","2.8","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","4","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253918","3.2","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"1","0","0","1","0",NA,"0","0","0","5","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253919","4.5","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253920","4.9","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253921","4.8","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253922","5.9","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253923","7.8","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253924","3.3","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253925","7.6","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253926","6.9","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253927","6.3","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253928","5.5","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253929","3.8","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253930","2.5","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"1","0","0","1","0",NA,"0","0","0","5","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253931","2.4","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"1","0","0","1","0",NA,"0","0","0","5","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253932","3.2","0","0",NA,NA,"0","0","0","0","0","0","1","0",NA,"3","0","0","1","0",NA,"0","0","0","4","1","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253933","4.8","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253934","5.3","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253935","4.2","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253936","6.1","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253937","6.9","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253938","6.5","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253939","6","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253940","5.4","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253941","5.2","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253942","4.4","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253943","3.9","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"1","0","0","0","0",NA,"0","0","0","4","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2009-08-11","5",NA,"Unnamed hardworking surveyor(s)","253944","2","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"2","0","0","1","0",NA,"0","0","0","5","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2010-03-31","5",NA,"Unnamed hardworking surveyor(s)","253945","0.9","0","0",NA,NA,"0","1","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2010-03-31","5",NA,"Unnamed hardworking surveyor(s)","253946","5.5","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2010-03-31","5",NA,"Unnamed hardworking surveyor(s)","253947","2.2","1","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","1","0","0",NA,"0","kohlman","0","0",NA,"1","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2010-03-31","5",NA,"Unnamed hardworking surveyor(s)","253948","2.3","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"1","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2010-03-31","5",NA,"Unnamed hardworking surveyor(s)","253949","3.2","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2010-03-31","5",NA,"Unnamed hardworking surveyor(s)","253950","4.1","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2010-03-31","5",NA,"Unnamed hardworking surveyor(s)","253951","5.2","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2010-03-31","5",NA,"Unnamed hardworking surveyor(s)","253952","4.6","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2010-03-31","5",NA,"Unnamed hardworking surveyor(s)","253953","4.7","1","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2010-03-31","5",NA,"Unnamed hardworking surveyor(s)","253954","5","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2010-03-31","5",NA,"Unnamed hardworking surveyor(s)","253955","4.1","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2010-03-31","5",NA,"Unnamed hardworking surveyor(s)","253956","2.1","1","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2010-03-31","5",NA,"Unnamed hardworking surveyor(s)","253957","5","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2010-03-31","5",NA,"Unnamed hardworking surveyor(s)","253958","2.1","1","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","1",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2010-03-31","5",NA,"Unnamed hardworking surveyor(s)","253959","3.1","2","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2010-03-31","5",NA,"Unnamed hardworking surveyor(s)","253960","4","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2010-03-31","5",NA,"Unnamed hardworking surveyor(s)","253961","4.6","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2010-03-31","5",NA,"Unnamed hardworking surveyor(s)","253962","4.9","0","1",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2010-03-31","5",NA,"Unnamed hardworking surveyor(s)","253963","4.5","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2010-03-31","5",NA,"Unnamed hardworking surveyor(s)","253964","3.1","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2010-03-31","5",NA,"Unnamed hardworking surveyor(s)","253965","2.7","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2010-03-31","5",NA,"Unnamed hardworking surveyor(s)","253966","2.5","1","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2010-03-31","5",NA,"Unnamed hardworking surveyor(s)","253967","1.9","1","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2010-03-31","5",NA,"Unnamed hardworking surveyor(s)","253968","5","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2010-03-31","5",NA,"Unnamed hardworking surveyor(s)","253969","2.4","0","1",NA,NA,"0","0","0","0","0","0","0","0",NA,"1","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2010-03-31","5",NA,"Unnamed hardworking surveyor(s)","253970","2.5","0","1",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
"Ramsey-Washington Metro Watershed District","62000600","2010-03-31","5",NA,"Unnamed hardworking surveyor(s)","253971","3.5","0","0",NA,NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0",NA,"0","kohlman","0","0",NA,"0","0",NA,"0","0","0","0","0",NA
